100000; 0.004
10000; 0.001
20000; 0.001
30000; 0.001
40000; 0.002
50000; 0.002
60000; 0.002
70000; 0.002
80000; 0.003
90000; 0.006
100000; 0.004
100000; 0.004
200000; 0.012
300000; 0.011
400000; 0.016
500000; 0.019
600000; 0.022
700000; 0.030
800000; 0.042
900000; 0.042
1000000; 0.076
