100000; 0.053
10000; 0.003
20000; 0.014
30000; 0.009
40000; 0.017
50000; 0.022
60000; 0.021
70000; 0.025
80000; 0.037
90000; 0.038
100000; 0.038
100000; 0.054
200000; 0.112
300000; 0.181
400000; 0.376
500000; 0.248
600000; 0.289
700000; 0.328
800000; 0.418
900000; 0.771
1000000; 0.673
