100000; 0.014
10000; 0.001
20000; 0.005
30000; 0.011
40000; 0.004
50000; 0.009
60000; 0.008
70000; 0.009
80000; 0.009
90000; 0.011
100000; 0.013
100000; 0.014
200000; 0.026
300000; 0.107
400000; 0.062
500000; 0.076
600000; 0.088
700000; 0.102
800000; 0.123
900000; 0.142
1000000; 0.197
