100000; 0.010
10000; 0.001
20000; 0.002
30000; 0.006
40000; 0.004
50000; 0.006
60000; 0.007
70000; 0.007
80000; 0.008
90000; 0.009
100000; 0.011
100000; 0.021
200000; 0.027
300000; 0.035
400000; 0.048
500000; 0.077
600000; 0.075
700000; 0.094
800000; 0.103
900000; 0.120
1000000; 0.299
