100000; 0.004
10000; 0.001
20000; 0.001
30000; 0.002
40000; 0.001
50000; 0.002
60000; 0.002
70000; 0.002
80000; 0.006
90000; 0.006
100000; 0.006
100000; 0.006
200000; 0.007
300000; 0.017
400000; 0.018
500000; 0.021
600000; 0.022
700000; 0.027
800000; 0.036
900000; 0.042
1000000; 0.046
