100000; 0.022
10000; 0.005
20000; 0.007
30000; 0.009
40000; 0.009
50000; 0.021
60000; 0.015
70000; 0.016
80000; 0.017
90000; 0.061
100000; 0.025
100000; 0.030
200000; 0.050
300000; 0.079
400000; 0.109
500000; 0.141
600000; 0.156
700000; 0.193
800000; 0.217
900000; 0.233
1000000; 0.304
